METERHEAD;R_MF_9A_6P;R_MF_6P_10;R_SA_9A_6P;R_SA_6P_10;R_SU_9A_6P;R_SU_6P_10;RATE_MISC;TIMEINEFFE;T_MF_9A_6P;T_MF_6P_10;T_SA_9A_6P;T_SA_6P_10;T_SU_9A_6P;T_SU_6P_10;TIME_MISC;CREDITCARD;PAY_PHONE;Geom;Geo Local Area;METERID;geo_point_2d
Twin;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;53693;"{""coordinates"": [-123.14724499388946, 49.26812949810086], ""type"": ""Point""}";Kitsilano;B41831;49.26812949810086, -123.14724499388946
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50249;"{""coordinates"": [-123.1599701857156, 49.26793714734045], ""type"": ""Point""}";Kitsilano;972007;49.26793714734045, -123.1599701857156
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;No Time Limit;Yes;59917;"{""coordinates"": [-123.09569201082182, 49.2717127078372], ""type"": ""Point""}";Strathcona;9A1503;49.2717127078372, -123.09569201082182
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;No Time Limit;Yes;59904;"{""coordinates"": [-123.09114748136149, 49.271440967311875], ""type"": ""Point""}";Strathcona;TR0651;49.271440967311875, -123.09114748136149
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;No Time Limit;Yes;59908;"{""coordinates"": [-123.09639333849755, 49.2720319759475], ""type"": ""Point""}";Strathcona;TR0334;49.2720319759475, -123.09639333849755
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;No Time Limit;Yes;59918;"{""coordinates"": [-123.09361511676543, 49.27127536281984], ""type"": ""Point""}";Strathcona;TH1505;49.27127536281984, -123.09361511676543
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;No Time Limit;Yes;59905;"{""coordinates"": [-123.08997962838919, 49.271247847350836], ""type"": ""Point""}";Strathcona;TR0707;49.271247847350836, -123.08997962838919
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53550;"{""coordinates"": [-123.15267641700099, 49.26198141257065], ""type"": ""Point""}";Kitsilano;D12039;49.26198141257065, -123.15267641700099
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50025;"{""coordinates"": [-123.14133228267505, 49.267863778500534], ""type"": ""Point""}";Fairview;B41608;49.267863778500534, -123.14133228267505
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50053;"{""coordinates"": [-123.14150315017449, 49.267866267929726], ""type"": ""Point""}";Fairview;B41612;49.267866267929726, -123.14150315017449
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52032;"{""coordinates"": [-123.14184914873002, 49.267872050363984], ""type"": ""Point""}";Fairview;B41618;49.267872050363984, -123.14184914873002
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52715;"{""coordinates"": [-123.15337149112204, 49.26200036241543], ""type"": ""Point""}";Kitsilano;D12103;49.26200036241543, -123.15337149112204
Pay Station;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;$2.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;No Time Limit;Yes;69920;"{""coordinates"": [-123.09659037184242, 49.28453467449067], ""type"": ""Point""}";Strathcona;RA0320;49.28453467449067, -123.09659037184242
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;69931;"{""coordinates"": [-123.10484272211337, 49.27800234342938], ""type"": ""Point""}";Downtown;280007;49.27800234342938, -123.10484272211337
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;69932;"{""coordinates"": [-123.10640434974678, 49.2782407635178], ""type"": ""Point""}";Downtown;280009;49.2782407635178, -123.10640434974678
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;57905;"{""coordinates"": [-123.10299760188872, 49.26432722412093], ""type"": ""Point""}";Mount Pleasant;742307;49.26432722412093, -123.10299760188872
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;69931;"{""coordinates"": [-123.10385912576999, 49.27780950243136], ""type"": ""Point""}";Downtown;280005;49.27780950243136, -123.10385912576999
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;69933;"{""coordinates"": [-123.10539099379672, 49.27715901390193], ""type"": ""Point""}";Downtown;320007;49.27715901390193, -123.10539099379672
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;69936;"{""coordinates"": [-123.1050120553398, 49.277013996718885], ""type"": ""Point""}";Downtown;320006;49.277013996718885, -123.1050120553398
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;69935;"{""coordinates"": [-123.10376740628992, 49.276943114708786], ""type"": ""Point""}";Downtown;320004;49.276943114708786, -123.10376740628992
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;69935;"{""coordinates"": [-123.10310589501849, 49.27656871559382], ""type"": ""Point""}";Downtown;320002;49.27656871559382, -123.10310589501849
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59988;"{""coordinates"": [-123.10639015936307, 49.26988527986534], ""type"": ""Point""}";Mount Pleasant;761704;49.26988527986534, -123.10639015936307
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59988;"{""coordinates"": [-123.10673174287837, 49.26998726720538], ""type"": ""Point""}";Mount Pleasant;761703;49.26998726720538, -123.10673174287837
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54736;"{""coordinates"": [-123.14201572668311, 49.26374583546828], ""type"": ""Point""}";Fairview;301619;49.26374583546828, -123.14201572668311
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53763;"{""coordinates"": [-123.14254478124622, 49.26375363946987], ""type"": ""Point""}";Fairview;301629;49.26375363946987, -123.14254478124622
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50515;"{""coordinates"": [-123.14271852305538, 49.26375684316952], ""type"": ""Point""}";Fairview;301633;49.26375684316952, -123.14271852305538
Pay Station;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59989;"{""coordinates"": [-123.10652167427664, 49.27106804486055], ""type"": ""Point""}";Mount Pleasant;761608;49.27106804486055, -123.10652167427664
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52439;"{""coordinates"": [-123.13100272696782, 49.26433534990668], ""type"": ""Point""}";Fairview;B81150;49.26433534990668, -123.13100272696782
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52297;"{""coordinates"": [-123.13100272696782, 49.26433534990668], ""type"": ""Point""}";Fairview;B81152;49.26433534990668, -123.13100272696782
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;30 min;2 Hr;4 Hr;No Time Limit;Yes;59875;"{""coordinates"": [-123.15180708518731, 49.26278375243649], ""type"": ""Point""}";Kitsilano;D02020;49.26278375243649, -123.15180708518731
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;59876;"{""coordinates"": [-123.10281408065578, 49.26852779582483], ""type"": ""Point""}";Mount Pleasant;741821;49.26852779582483, -123.10281408065578
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;66904;"{""coordinates"": [-123.1155973628437, 49.274743743106704], ""type"": ""Point""}";Downtown;140023;49.274743743106704, -123.1155973628437
Pay Station;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67221;"{""coordinates"": [-123.09725799979746, 49.28051604133305], ""type"": ""Point""}";Strathcona;500418;49.28051604133305, -123.09725799979746
Pay Station;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67225;"{""coordinates"": [-123.09721796512501, 49.278894963606724], ""type"": ""Point""}";Strathcona;500611;49.278894963606724, -123.09721796512501
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;69934;"{""coordinates"": [-123.10693192922493, 49.277198301369076], ""type"": ""Point""}";Downtown;320009;49.277198301369076, -123.10693192922493
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50972;"{""coordinates"": [-123.10023696630282, 49.267244043652475], ""type"": ""Point""}";Mount Pleasant;A40208;49.267244043652475, -123.10023696630282
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51113;"{""coordinates"": [-123.12477969872839, 49.263276486040155], ""type"": ""Point""}";Fairview;300908;49.263276486040155, -123.12477969872839
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51225;"{""coordinates"": [-123.12477969872839, 49.263276486040155], ""type"": ""Point""}";Fairview;300910;49.263276486040155, -123.12477969872839
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51494;"{""coordinates"": [-123.13007001878397, 49.26337389855425], ""type"": ""Point""}";Fairview;301120;49.26337389855425, -123.13007001878397
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51966;"{""coordinates"": [-123.13007001878397, 49.26337389855425], ""type"": ""Point""}";Fairview;301122;49.26337389855425, -123.13007001878397
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52036;"{""coordinates"": [-123.13076326690124, 49.26338432407723], ""type"": ""Point""}";Fairview;301138;49.26338432407723, -123.13076326690124
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51131;"{""coordinates"": [-123.13224046992299, 49.263587256789044], ""type"": ""Point""}";Fairview;301217;49.263587256789044, -123.13224046992299
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53115;"{""coordinates"": [-123.13257677386413, 49.26359261932494], ""type"": ""Point""}";Fairview;301225;49.26359261932494, -123.13257677386413
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52938;"{""coordinates"": [-123.13969883829364, 49.26532138186897], ""type"": ""Point""}";Fairview;B71512;49.26532138186897, -123.13969883829364
Twin;$1.00;$6.00;$1.00;$6.00;$1.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;57997;"{""coordinates"": [-123.15545775342746, 49.27252431829013], ""type"": ""Point""}";Kitsilano;CW2208;49.27252431829013, -123.15545775342746
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54370;"{""coordinates"": [-123.10081554119155, 49.262444104298886], ""type"": ""Point""}";Mount Pleasant;512508;49.262444104298886, -123.10081554119155
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52845;"{""coordinates"": [-123.10081554119155, 49.262444104298886], ""type"": ""Point""}";Mount Pleasant;512510;49.262444104298886, -123.10081554119155
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52817;"{""coordinates"": [-123.10082066258876, 49.26232684729812], ""type"": ""Point""}";Mount Pleasant;512514;49.26232684729812, -123.10082066258876
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;51702;"{""coordinates"": [-123.14152971795191, 49.26879274102644], ""type"": ""Point""}";Fairview;B31610;49.26879274102644, -123.14152971795191
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50509;"{""coordinates"": [-123.09993239159837, 49.263119952815074], ""type"": ""Point""}";Mount Pleasant;990020;49.263119952815074, -123.09993239159837
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51999;"{""coordinates"": [-123.14477225490192, 49.26972467420787], ""type"": ""Point""}";Fairview;B21734;49.26972467420787, -123.14477225490192
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50487;"{""coordinates"": [-123.14512761507332, 49.269730704952906], ""type"": ""Point""}";Fairview;B21740;49.269730704952906, -123.14512761507332
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;67248;"{""coordinates"": [-123.10635242273669, 49.28095264250156], ""type"": ""Point""}";Downtown;080017;49.28095264250156, -123.10635242273669
Twin;$2.00;$4.00;$2.00;$4.00;$2.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;62592;"{""coordinates"": [-123.11905725621168, 49.27343795126602], ""type"": ""Point""}";Downtown;341103;49.27343795126602, -123.11905725621168
Single Motorbike;$2.50;$2.00;$2.50;$2.00;$2.50;$2.00;$2.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;57437;"{""coordinates"": [-123.11596170791283, 49.26409413482648], ""type"": ""Point""}";Fairview;B80598;49.26409413482648, -123.11596170791283
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;51111;"{""coordinates"": [-123.142377752799, 49.26787994564378], ""type"": ""Point""}";Fairview;B41632;49.26787994564378, -123.142377752799
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;51427;"{""coordinates"": [-123.14273709995527, 49.26788614973441], ""type"": ""Point""}";Fairview;B41638;49.26788614973441, -123.14273709995527
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;61750;"{""coordinates"": [-123.13896294284027, 49.28549002304965], ""type"": ""Point""}";West End;161607;49.28549002304965, -123.13896294284027
Twin;$4.00;$5.00;$4.00;$5.00;$4.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64475;"{""coordinates"": [-123.12353423882126, 49.28367901728736], ""type"": ""Point""}";West End;121014;49.28367901728736, -123.12353423882126
Twin;$4.00;$2.00;$4.00;$2.00;$4.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52706;"{""coordinates"": [-123.15597117847665, 49.26826792624684], ""type"": ""Point""}";Kitsilano;B42215;49.26826792624684, -123.15597117847665
Twin;$4.00;$2.00;$4.00;$2.00;$4.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54259;"{""coordinates"": [-123.156668573606, 49.26827963898238], ""type"": ""Point""}";Kitsilano;B42229;49.26827963898238, -123.156668573606
Twin;$4.00;$5.00;$4.00;$5.00;$4.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60804;"{""coordinates"": [-123.12339431523738, 49.283590231490976], ""type"": ""Point""}";West End;121010;49.283590231490976, -123.12339431523738
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52594;"{""coordinates"": [-123.15414386922849, 49.26823854445038], ""type"": ""Point""}";Kitsilano;B42127;49.26823854445038, -123.15414386922849
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52573;"{""coordinates"": [-123.1544824760273, 49.268244145997066], ""type"": ""Point""}";Kitsilano;B42133;49.268244145997066, -123.1544824760273
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53718;"{""coordinates"": [-123.1546526173755, 49.26824676087509], ""type"": ""Point""}";Kitsilano;B42139;49.26824676087509, -123.1546526173755
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50634;"{""coordinates"": [-123.15328195525471, 49.2680553164535], ""type"": ""Point""}";Kitsilano;B42108;49.2680553164535, -123.15328195525471
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52741;"{""coordinates"": [-123.15345535515654, 49.268058414512375], ""type"": ""Point""}";Kitsilano;B42112;49.268058414512375, -123.15345535515654
Pay Station;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;65622;"{""coordinates"": [-123.1146056715764, 49.28343060477237], ""type"": ""Point""}";Downtown;600524;49.28343060477237, -123.1146056715764
Pay Station;$7.00;$5.00;$7.00;$5.00;$7.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67613;"{""coordinates"": [-123.11427096897569, 49.28700218165497], ""type"": ""Point""}";Downtown;040811;49.28700218165497, -123.11427096897569
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50990;"{""coordinates"": [-123.13454612765045, 49.26344497126369], ""type"": ""Point""}";Fairview;301314;49.26344497126369, -123.13454612765045
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53235;"{""coordinates"": [-123.13488716388507, 49.26345212060533], ""type"": ""Point""}";Fairview;301322;49.26345212060533, -123.13488716388507
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53058;"{""coordinates"": [-123.13505853853134, 49.26345476289347], ""type"": ""Point""}";Fairview;301326;49.26345476289347, -123.13505853853134
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53287;"{""coordinates"": [-123.12956454090063, 49.26336559721696], ""type"": ""Point""}";Fairview;301110;49.26336559721696, -123.12956454090063
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52220;"{""coordinates"": [-123.17623458652119, 49.26412549519087], ""type"": ""Point""}";Kitsilano;303204;49.26412549519087, -123.17623458652119
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54125;"{""coordinates"": [-123.17658226491727, 49.26413057736385], ""type"": ""Point""}";Kitsilano;303212;49.26413057736385, -123.17658226491727
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52810;"{""coordinates"": [-123.1767550325686, 49.264133263620636], ""type"": ""Point""}";Kitsilano;303218;49.264133263620636, -123.1767550325686
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53329;"{""coordinates"": [-123.17692164428482, 49.264136426796384], ""type"": ""Point""}";Kitsilano;303220;49.264136426796384, -123.17692164428482
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52603;"{""coordinates"": [-123.14633339773923, 49.266369026796866], ""type"": ""Point""}";Kitsilano;B61811;49.266369026796866, -123.14633339773923
Pay Station;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;64927;"{""coordinates"": [-123.12818798741318, 49.287331016843], ""type"": ""Point""}";West End;670725;49.287331016843, -123.12818798741318
